2026-06-05 10:19:16,863 [INFO] Connesso: COM5 @ 9600
2026-06-05 10:19:21,439 [DEBUG] RX #0001 | testo='OPEN:1234:CNT:0001\n' | hex=4F 50 45 4E 3A 31 32 33 34 3A 43 4E 54 3A 30 30 30 31 0A 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-06-05 10:19:29,669 [DEBUG] TX #0001 | 32 byte | replay #0001 | testo='OPEN:1234:CNT:0001\n'
2026-06-05 10:21:29,541 [DEBUG] RX #0002 | testo='OPEN:1234:CNT:0002\n' | hex=4F 50 45 4E 3A 31 32 33 34 3A 43 4E 54 3A 30 30 30 32 0A 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-06-05 10:21:41,164 [DEBUG] RX #0003 | testo='OPEN:1234:CNT:0003\n' | hex=4F 50 45 4E 3A 31 32 33 34 3A 43 4E 54 3A 30 30 30 33 0A 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-06-05 10:21:45,561 [DEBUG] RX #0004 | testo='OPEN:1234:CNT:0004\n' | hex=4F 50 45 4E 3A 31 32 33 34 3A 43 4E 54 3A 30 30 30 34 0A 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-06-05 10:21:48,294 [DEBUG] RX #0005 | testo='OPEN:1234:CNT:0005\n' | hex=4F 50 45 4E 3A 31 32 33 34 3A 43 4E 54 3A 30 30 30 35 0A 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-06-05 10:22:00,416 [DEBUG] RX #0006 | testo='OPEN:1234:CNT:0006\n' | hex=4F 50 45 4E 3A 31 32 33 34 3A 43 4E 54 3A 30 30 30 36 0A 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-06-05 10:22:00,713 [DEBUG] RX #0007 | testo='OPEN:1234:CNT:0007\n' | hex=4F 50 45 4E 3A 31 32 33 34 3A 43 4E 54 3A 30 30 30 37 0A 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-06-05 10:22:05,499 [DEBUG] RX #0008 | testo='OPEN:1234:CNT:0008\n' | hex=4F 50 45 4E 3A 31 32 33 34 3A 43 4E 54 3A 30 30 30 38 0A 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-06-05 10:24:24,176 [ERROR] Errore lettura: GetOverlappedResult failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:00,739 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:01,241 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:01,743 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:02,246 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:02,750 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:03,252 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:03,755 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:04,257 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:04,759 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:05,261 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:05,775 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:06,305 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:06,840 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:07,344 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:07,864 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:08,387 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:08,894 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:09,397 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:09,899 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:10,401 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:10,923 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:11,425 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:11,929 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:12,431 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:12,934 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:13,437 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:13,939 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:14,440 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:14,942 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:15,445 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:15,947 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:16,449 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:16,951 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:17,453 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:17,955 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:18,458 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:18,961 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:19,463 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:19,966 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:20,469 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:20,970 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:21,474 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:21,976 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:22,479 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:22,981 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:23,483 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:23,985 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:24,489 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:24,991 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:25,493 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:25,995 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:26,497 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:26,999 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:27,502 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:28,006 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:28,508 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:29,010 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:29,512 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:30,014 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:30,516 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:31,021 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:31,523 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:32,026 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:32,528 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:33,030 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:33,534 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:34,037 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:34,538 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:35,041 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:35,543 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:36,046 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:36,548 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:37,053 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:37,555 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:38,057 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:38,560 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:39,063 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:39,565 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:40,068 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:40,571 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:41,074 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:41,575 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:42,077 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:42,580 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:43,082 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:43,584 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:44,086 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:44,587 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:45,089 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:45,591 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:46,094 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:46,597 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:47,099 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:47,601 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:48,103 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:48,605 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:49,107 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:49,625 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:50,132 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:50,634 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:51,136 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:51,639 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:52,143 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:52,645 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:53,171 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:53,673 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:54,177 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:54,720 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:55,223 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:55,726 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:56,242 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:56,762 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:57,268 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:57,776 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:58,279 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:58,781 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:59,285 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:26:59,787 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:00,289 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:00,791 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:01,293 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:01,796 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:02,298 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:02,799 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:03,301 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:03,803 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:04,305 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:04,807 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:05,309 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:05,811 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:06,313 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:06,815 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:07,318 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:07,820 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:08,323 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:08,825 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:09,327 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:09,835 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:10,337 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:10,840 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:11,342 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:11,845 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:12,347 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:12,849 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:13,352 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:13,854 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:14,357 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:14,859 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:15,363 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:15,865 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:16,367 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:16,869 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:17,371 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:17,873 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:18,375 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:18,878 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:19,385 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:19,888 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:20,390 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:20,892 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:21,395 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:21,897 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:22,400 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:22,902 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:23,404 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:23,905 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:24,408 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:24,911 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:25,412 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:25,914 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:26,416 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:26,918 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:27,420 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:27,948 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:28,450 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:28,952 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:29,457 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:29,965 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:30,467 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:30,970 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:31,472 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:31,974 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:32,476 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:32,978 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:33,480 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:33,983 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:34,484 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:34,987 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:35,489 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:35,991 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:36,493 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:36,996 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:37,497 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:38,000 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:38,502 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:39,005 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:39,532 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:40,034 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:40,536 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:41,038 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:41,539 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:42,041 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:42,543 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:43,045 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:43,547 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:44,050 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:44,553 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:45,079 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:45,588 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
2026-06-05 10:27:46,090 [ERROR] Errore lettura: ClearCommError failed (PermissionError(13, 'Accesso negato.', None, 5))
